CAFA	Predikcija	Skor	UniProt	Uniprot1	UniProt2
T96060012206	GO:0005739	fp	Q8NH40	OR6S1_HUMAN	OR6S1_HUMAN
T96060012210	GO:0005739	fp	Q8NGX8	OR6Y1_HUMAN	OR6Y1_HUMAN
T96060012213	GO:0005739	fp	O76100	OR7AA_HUMAN	OR7AA_HUMAN
T96060012215	GO:0005739	fp	O76099	OR7C1_HUMAN	OR7C1_HUMAN
T96060012219	GO:0005739	fp	Q8NGA0	OR7G1_HUMAN	OR7G1_HUMAN
T96060012228	GO:0005739	fp	Q8NGG6	OR8BC_HUMAN	OR8BC_HUMAN
T96060012231	GO:0005739	fp	Q8NGM9	OR8D4_HUMAN	OR8D4_HUMAN
T96060012234	GO:0005739	fp	Q8NG78	OR8G5_HUMAN	OR8G5_HUMAN
T96060012240	GO:0005739	fp	Q8NGG1	OR8J2_HUMAN	OR8J2_HUMAN
T96060012243	GO:0005739	fp	Q8NH51	OR8K3_HUMAN	OR8K3_HUMAN
T96060012248	GO:0005739	fp	P0C7N5	OR8U9_HUMAN	OR8U9_HUMAN
T96060012253	GO:0005739	fp	Q8NGQ1	OR9G4_HUMAN	OR9G4_HUMAN
T96060012256	GO:0005739	fp	Q8NGE7	OR9K2_HUMAN	OR9K2_HUMAN
T96060012259	GO:0005739	fp	Q96SN7	ORAI2_HUMAN	ORAI2_HUMAN
T96060012262	GO:0005739	fp	Q13415	ORC1_HUMAN	ORC1_HUMAN
T96060012266	GO:0005739	fp	O43913	ORC5_HUMAN	ORC5_HUMAN
T96060012271	GO:0005739	fp	Q8N138	ORML3_HUMAN	ORML3_HUMAN
T96060012280	GO:0005739	fp	Q9H4L5	OSBL3_HUMAN	OSBL3_HUMAN
T96060012283	GO:0005739	fp	Q9BZF2	OSBL7_HUMAN	OSBL7_HUMAN
T96060012284	GO:0005739	fp	Q9BZF1	OSBL8_HUMAN	OSBL8_HUMAN
T96060012295	GO:0005739	fp	Q99650	OSMR_HUMAN	OSMR_HUMAN
T96060012307	GO:0005739	fp	P10451	OSTP_HUMAN	OSTP_HUMAN
T96060012312	GO:0005739	fp	Q6ZRI0	OTOG_HUMAN	OTOG_HUMAN
T96060012330	GO:0005739	fp	Q96G74	OTUD5_HUMAN	OTUD5_HUMAN
T96060012336	GO:0005739	fp	Q7RTZ1	OVCH2_HUMAN	OVCH2_HUMAN
T96060012337	GO:0005739	fp	Q12889	OVGP1_HUMAN	OVGP1_HUMAN
T96060012340	GO:0005739	fp	O00110	OVOL3_HUMAN	OVOL3_HUMAN
T96060012349	GO:0005739	fp	Q99489	OXDD_HUMAN	OXDD_HUMAN
T96060012366	GO:0005739	fp	Q8N7R1	P1L12_HUMAN	P1L12_HUMAN
T96060012369	GO:0005739	fp	A8MW92	P20L1_HUMAN	P20L1_HUMAN
T96060012381	GO:0005739	fp	O15547	P2RX6_HUMAN	P2RX6_HUMAN
T96060012382	GO:0005739	fp	Q99572	P2RX7_HUMAN	P2RX7_HUMAN
T96060012384	GO:0005739	fp	P41231	P2RY2_HUMAN	P2RY2_HUMAN
T96060012387	GO:0005739	fp	Q86VZ1	P2RY8_HUMAN	P2RY8_HUMAN
T96060012389	GO:0005739	fp	Q96G91	P2Y11_HUMAN	P2Y11_HUMAN
T96060012399	GO:0005739	fp	Q8IVL6	P3H3_HUMAN	P3H3_HUMAN
T96060012400	GO:0005739	fp	Q96FE7	P3IP1_HUMAN	P3IP1_HUMAN
T96060012401	GO:0005739	fp	P09131	P3_HUMAN	P3_HUMAN
T96060012415	GO:0005739	fp	Q53H96	P5CR3_HUMAN	P5CR3_HUMAN
T96060012421	GO:0005739	fp	Q86YP4	P66A_HUMAN	P66A_HUMAN
T96060012439	GO:0005739	fp	Q5R387	PA2GC_HUMAN	PA2GC_HUMAN
T96060012445	GO:0005739	fp	P0CB38	PAB4L_HUMAN	PAB4L_HUMAN
T96060012453	GO:0005739	fp	Q9BY11	PACN1_HUMAN	PACN1_HUMAN
T96060012454	GO:0005739	fp	Q9UNF0	PACN2_HUMAN	PACN2_HUMAN
T96060012462	GO:0005739	fp	Q9ULC6	PADI1_HUMAN	PADI1_HUMAN
T96060012463	GO:0005739	fp	Q9Y2J8	PADI2_HUMAN	PADI2_HUMAN
T96060012470	GO:0005739	fp	Q99487	PAFA2_HUMAN	PAFA2_HUMAN
T96060012478	GO:0005739	fp	Q9BTK6	PAGR1_HUMAN	PAGR1_HUMAN
T96060012485	GO:0005739	fp	Q9BPZ3	PAIP2_HUMAN	PAIP2_HUMAN
T96060012488	GO:0005739	fp	Q13177	PAK2_HUMAN	PAK2_HUMAN
T96060012505	GO:0005739	fp	O75781	PALM_HUMAN	PALM_HUMAN
T96060012511	GO:0005739	fp	Q9H999	PANK3_HUMAN	PANK3_HUMAN
T96060012514	GO:0005739	fp	Q96RD7	PANX1_HUMAN	PANX1_HUMAN
T96060012532	GO:0005739	fp	Q8N4S7	PAQR4_HUMAN	PAQR4_HUMAN
T96060012536	GO:0005739	fp	Q15546	PAQRB_HUMAN	PAQRB_HUMAN
T96060012541	GO:0005739	fp	Q460N3	PAR15_HUMAN	PAR15_HUMAN
T96060012542	GO:0005739	fp	Q8N5Y8	PAR16_HUMAN	PAR16_HUMAN
T96060012546	GO:0005739	fp	O00254	PAR3_HUMAN	PAR3_HUMAN
T96060012549	GO:0005739	fp	Q9BYG5	PAR6B_HUMAN	PAR6B_HUMAN
T96060012557	GO:0005739	fp	O95453	PARN_HUMAN	PARN_HUMAN
T96060012568	GO:0005739	fp	Q9HBI0	PARVG_HUMAN	PARVG_HUMAN
T96060012571	GO:0005739	fp	Q8WXA2	PATE1_HUMAN	PATE1_HUMAN
T96060012575	GO:0005739	fp	Q86TB9	PATL1_HUMAN	PATL1_HUMAN
T96060012576	GO:0005739	fp	C9JE40	PATL2_HUMAN	PATL2_HUMAN
T96060012579	GO:0005739	fp	P15863	PAX1_HUMAN	PAX1_HUMAN
T96060012586	GO:0005739	fp	Q06710	PAX8_HUMAN	PAX8_HUMAN
T96060012597	GO:0005739	fp	Q9GZY1	PBOV1_HUMAN	PBOV1_HUMAN
T96060012608	GO:0005739	fp	Q15366	PCBP2_HUMAN	PCBP2_HUMAN
T96060012624	GO:0005739	fp	Q9Y5H8	PCDA3_HUMAN	PCDA3_HUMAN
T96060012631	GO:0005739	fp	Q9Y5I2	PCDAA_HUMAN	PCDAA_HUMAN
T96060012632	GO:0005739	fp	Q9Y5I1	PCDAB_HUMAN	PCDAB_HUMAN
T96060012639	GO:0005739	fp	Q9Y5E4	PCDB5_HUMAN	PCDB5_HUMAN
T96060012640	GO:0005739	fp	Q9Y5E3	PCDB6_HUMAN	PCDB6_HUMAN
T96060012647	GO:0005739	fp	Q9Y5F0	PCDBD_HUMAN	PCDBD_HUMAN
T96060012653	GO:0005739	fp	Q9Y5I4	PCDC2_HUMAN	PCDC2_HUMAN
T96060012654	GO:0005739	fp	Q9Y5H4	PCDG1_HUMAN	PCDG1_HUMAN
T96060012657	GO:0005739	fp	Q9Y5G9	PCDG4_HUMAN	PCDG4_HUMAN
T96060012660	GO:0005739	fp	Q9Y5G6	PCDG7_HUMAN	PCDG7_HUMAN
T96060012668	GO:0005739	fp	Q9Y5G1	PCDGF_HUMAN	PCDGF_HUMAN
T96060012669	GO:0005739	fp	Q9UN71	PCDGG_HUMAN	PCDGG_HUMAN
T96060012674	GO:0005739	fp	Q9Y5F7	PCDGL_HUMAN	PCDGL_HUMAN
T96060012678	GO:0005739	fp	O95206	PCDH8_HUMAN	PCDH8_HUMAN
T96060012686	GO:0005739	fp	Q86SE9	PCGF5_HUMAN	PCGF5_HUMAN
T96060012691	GO:0005739	fp	P35558	PCKGC_HUMAN	PCKGC_HUMAN
T96060012693	GO:0005739	fp	Q7Z2X4	PCLI1_HUMAN	PCLI1_HUMAN
T96060012699	GO:0005739	fp	Q8WW12	PCNP_HUMAN	PCNP_HUMAN
T96060012703	GO:0005739	fp	Q58A44	PCOTH_HUMAN	PCOTH_HUMAN
T96060012707	GO:0005739	fp	Q9UHG2	PCSK1_HUMAN	PCSK1_HUMAN
T96060012716	GO:0005739	fp	Q9H6A9	PCX3_HUMAN	PCX3_HUMAN
T96060012725	GO:0005739	fp	Q9Y5Y4	PD2R2_HUMAN	PD2R2_HUMAN
T96060012735	GO:0005739	fp	Q8N4E4	PDCL2_HUMAN	PDCL2_HUMAN
T96060012743	GO:0005739	fp	Q01064	PDE1B_HUMAN	PDE1B_HUMAN
T96060012756	GO:0005739	fp	O43924	PDE6D_HUMAN	PDE6D_HUMAN
T96060012758	GO:0005739	fp	Q9NP56	PDE7B_HUMAN	PDE7B_HUMAN
T96060012788	GO:0005739	fp	Q8WWR9	PDPFL_HUMAN	PDPFL_HUMAN
T96060012796	GO:0005739	fp	P52945	PDX1_HUMAN	PDX1_HUMAN
T96060012798	GO:0005739	fp	Q6P474	PDXD2_HUMAN	PDXD2_HUMAN
T96060012809	GO:0005739	fp	Q8IXQ8	PDZD9_HUMAN	PDZD9_HUMAN
T96060012828	GO:0005739	fp	Q96FA3	PELI1_HUMAN	PELI1_HUMAN
T96060012830	GO:0005739	fp	Q8N2H9	PELI3_HUMAN	PELI3_HUMAN
T96060012846	GO:0005739	fp	P56645	PER3_HUMAN	PER3_HUMAN
T96060012847	GO:0005739	fp	P11678	PERE_HUMAN	PERE_HUMAN
T96060012849	GO:0005739	fp	P41219	PERI_HUMAN	PERI_HUMAN
T96060012857	GO:0005739	fp	O00541	PESC_HUMAN	PESC_HUMAN
T96060012859	GO:0005739	fp	O00623	PEX12_HUMAN	PEX12_HUMAN
T96060012866	GO:0005739	fp	P28328	PEX2_HUMAN	PEX2_HUMAN
T96060012870	GO:0005739	fp	Q13608	PEX6_HUMAN	PEX6_HUMAN
T96060012881	GO:0005739	fp	O15212	PFD6_HUMAN	PFD6_HUMAN
T96060012887	GO:0005739	fp	Q9H720	PG2IP_HUMAN	PG2IP_HUMAN
T96060012909	GO:0005739	fp	P23219	PGH1_HUMAN	PGH1_HUMAN
T96060012926	GO:0005739	fp	Q96LB9	PGRP3_HUMAN	PGRP3_HUMAN
T96060012927	GO:0005739	fp	Q96LB8	PGRP4_HUMAN	PGRP4_HUMAN
T96060012933	GO:0005739	fp	P53611	PGTB2_HUMAN	PGTB2_HUMAN
T96060012958	GO:0005739	fp	Q92576	PHF3_HUMAN	PHF3_HUMAN
T96060012959	GO:0005739	fp	Q7RTV0	PHF5A_HUMAN	PHF5A_HUMAN
T96060012962	GO:0005739	fp	Q9UPP1	PHF8_HUMAN	PHF8_HUMAN
T96060012963	GO:0005739	fp	C9JFL3	PHGR1_HUMAN	PHGR1_HUMAN
T96060012966	GO:0005739	fp	Q16816	PHKG1_HUMAN	PHKG1_HUMAN
T96060012973	GO:0005739	fp	Q6NSJ2	PHLB3_HUMAN	PHLB3_HUMAN
T96060012980	GO:0005739	fp	Q8TCD6	PHOP2_HUMAN	PHOP2_HUMAN
T96060012994	GO:0005739	fp	P43119	PI2R_HUMAN	PI2R_HUMAN
T96060013003	GO:0005739	fp	Q8N8J0	PI4P1_HUMAN	PI4P1_HUMAN
T96060013016	GO:0005739	fp	Q13492	PICAL_HUMAN	PICAL_HUMAN
T96060013018	GO:0005739	fp	Q9HB75	PIDD1_HUMAN	PIDD1_HUMAN
T96060013032	GO:0005739	fp	Q8TEQ8	PIGO_HUMAN	PIGO_HUMAN
T96060013049	GO:0005739	fp	P11309	PIM1_HUMAN	PIM1_HUMAN
T96060013079	GO:0005739	fp	Q7Z3Z3	PIWL3_HUMAN	PIWL3_HUMAN
T96060013088	GO:0005739	fp	Q9P0L9	PK2L1_HUMAN	PK2L1_HUMAN
T96060013090	GO:0005739	fp	Q8NEB9	PK3C3_HUMAN	PK3C3_HUMAN
T96060013091	GO:0005739	fp	P42336	PK3CA_HUMAN	PK3CA_HUMAN
T96060013093	GO:0005739	fp	O00329	PK3CD_HUMAN	PK3CD_HUMAN
T96060013107	GO:0005739	fp	Q6IQ23	PKHA7_HUMAN	PKHA7_HUMAN
T96060013109	GO:0005739	fp	O95397	PKHA9_HUMAN	PKHA9_HUMAN
T96060013117	GO:0005739	fp	A1L390	PKHG3_HUMAN	PKHG3_HUMAN
T96060013125	GO:0005739	fp	Q9NW61	PKHJ1_HUMAN	PKHJ1_HUMAN
T96060013131	GO:0005739	fp	Q494U1	PKHN1_HUMAN	PKHN1_HUMAN
T96060013133	GO:0005739	fp	Q8TD55	PKHO2_HUMAN	PKHO2_HUMAN
T96060013159	GO:0005739	fp	Q6P1J6	PLB1_HUMAN	PLB1_HUMAN
T96060013160	GO:0005739	fp	Q6P4A8	PLBL1_HUMAN	PLBL1_HUMAN
T96060013169	GO:0005739	fp	P51178	PLCD1_HUMAN	PLCD1_HUMAN
T96060013178	GO:0005739	fp	O75038	PLCH2_HUMAN	PLCH2_HUMAN
T96060013179	GO:0005739	fp	Q15111	PLCL1_HUMAN	PLCL1_HUMAN
T96060013189	GO:0005739	fp	Q8IV08	PLD3_HUMAN	PLD3_HUMAN
T96060013222	GO:0005739	fp	Q9NST1	PLPL3_HUMAN	PLPL3_HUMAN
T96060013237	GO:0005739	fp	Q8TBJ4	PLPR1_HUMAN	PLPR1_HUMAN
T96060013240	GO:0005739	fp	Q7Z2D5	PLPR4_HUMAN	PLPR4_HUMAN
T96060013244	GO:0005739	fp	O15162	PLS1_HUMAN	PLS1_HUMAN
T96060013248	GO:0005739	fp	A0PG75	PLS5_HUMAN	PLS5_HUMAN
T96060013260	GO:0005739	fp	Q9ULL4	PLXB3_HUMAN	PLXB3_HUMAN
T96060013262	GO:0005739	fp	Q9Y4D7	PLXD1_HUMAN	PLXD1_HUMAN
T96060013272	GO:0005739	fp	Q8TBY8	PMFBP_HUMAN	PMFBP_HUMAN
T96060013274	GO:0005739	fp	Q8WZA1	PMGT1_HUMAN	PMGT1_HUMAN
T96060013280	GO:0005739	fp	P54277	PMS1_HUMAN	PMS1_HUMAN
T96060013281	GO:0005739	fp	Q68D20	PMS2L_HUMAN	PMS2L_HUMAN
T96060013291	GO:0005739	fp	P0CW24	PNM6A_HUMAN	PNM6A_HUMAN
T96060013295	GO:0005739	fp	Q96PV4	PNMA5_HUMAN	PNMA5_HUMAN
T96060013306	GO:0005739	fp	P63132	PO113_HUMAN	PO113_HUMAN
T96060013307	GO:0005739	fp	Q8TEM1	PO210_HUMAN	PO210_HUMAN
T96060013319	GO:0005739	fp	Q8N7G0	PO5F2_HUMAN	PO5F2_HUMAN
T96060013324	GO:0005739	fp	Q8NA72	POC5_HUMAN	POC5_HUMAN
T96060013326	GO:0005739	fp	Q9NP85	PODO_HUMAN	PODO_HUMAN
T96060013335	GO:0005739	fp	P63136	POK25_HUMAN	POK25_HUMAN
T96060013364	GO:0005739	fp	Q6S8J7	POTEA_HUMAN	POTEA_HUMAN
T96060013370	GO:0005739	fp	Q6S5H5	POTEG_HUMAN	POTEG_HUMAN
T96060013381	GO:0005739	fp	Q8TAE6	PP14C_HUMAN	PP14C_HUMAN
T96060013384	GO:0005739	fp	Q96T49	PP16B_HUMAN	PP16B_HUMAN
T96060013394	GO:0005739	fp	Q08209	PP2BA_HUMAN	PP2BA_HUMAN
T96060013427	GO:0005739	fp	P10619	PPGB_HUMAN	PPGB_HUMAN
T96060013444	GO:0005739	fp	Q8TCE9	PPL13_HUMAN	PPL13_HUMAN
T96060013453	GO:0005739	fp	Q5JR12	PPM1J_HUMAN	PPM1J_HUMAN
T96060013456	GO:0005739	fp	Q96MI6	PPM1M_HUMAN	PPM1M_HUMAN
T96060013469	GO:0005739	fp	Q5T8A7	PPR26_HUMAN	PPR26_HUMAN
T96060013472	GO:0005739	fp	Q7Z5V6	PPR32_HUMAN	PPR32_HUMAN
T96060013476	GO:0005739	fp	Q16821	PPR3A_HUMAN	PPR3A_HUMAN
T96060013480	GO:0005739	fp	Q9H7J1	PPR3E_HUMAN	PPR3E_HUMAN
T96060013482	GO:0005739	fp	Q7Z4L9	PPR42_HUMAN	PPR42_HUMAN
T96060013484	GO:0005739	fp	P50897	PPT1_HUMAN	PPT1_HUMAN
T96060013485	GO:0005739	fp	Q9UMR5	PPT2_HUMAN	PPT2_HUMAN
T96060013492	GO:0005739	fp	Q5THK1	PR14L_HUMAN	PR14L_HUMAN
T96060013496	GO:0005739	fp	P86496	PR20A_HUMAN	PR20A_HUMAN
T96060013497	GO:0005739	fp	P86481	PR20B_HUMAN	PR20B_HUMAN
T96060013498	GO:0005739	fp	P86479	PR20C_HUMAN	PR20C_HUMAN
T96060013499	GO:0005739	fp	P86480	PR20D_HUMAN	PR20D_HUMAN
T96060013500	GO:0005739	fp	P86478	PR20E_HUMAN	PR20E_HUMAN
T96060013516	GO:0005739	fp	Q5VT98	PRA20_HUMAN	PRA20_HUMAN
T96060013520	GO:0005739	fp	A3QJZ7	PRA27_HUMAN	PRA27_HUMAN
T96060013553	GO:0005739	fp	P57071	PRD15_HUMAN	PRD15_HUMAN
T96060013557	GO:0005739	fp	O75626	PRDM1_HUMAN	PRDM1_HUMAN
T96060013558	GO:0005739	fp	Q13029	PRDM2_HUMAN	PRDM2_HUMAN
T96060013563	GO:0005739	fp	Q9NQV8	PRDM8_HUMAN	PRDM8_HUMAN
T96060013583	GO:0005739	fp	P49642	PRI1_HUMAN	PRI1_HUMAN
T96060013612	GO:0005739	fp	P60673	PROF3_HUMAN	PROF3_HUMAN
T96060013613	GO:0005739	fp	Q8NHR9	PROF4_HUMAN	PROF4_HUMAN
T96060013621	GO:0005739	fp	P27918	PROP_HUMAN	PROP_HUMAN
T96060013627	GO:0005739	fp	P22891	PROZ_HUMAN	PROZ_HUMAN
T96060013641	GO:0005739	fp	P23942	PRPH2_HUMAN	PRPH2_HUMAN
T96060013646	GO:0005739	fp	Q96HE9	PRR11_HUMAN	PRR11_HUMAN
T96060013647	GO:0005739	fp	Q9ULL5	PRR12_HUMAN	PRR12_HUMAN
T96060013651	GO:0005739	fp	Q6ZNR8	PRR17_HUMAN	PRR17_HUMAN
T96060013652	GO:0005739	fp	Q8N4B5	PRR18_HUMAN	PRR18_HUMAN
T96060013656	GO:0005739	fp	Q96S07	PRR25_HUMAN	PRR25_HUMAN
T96060013665	GO:0005739	fp	P0CG20	PRR35_HUMAN	PRR35_HUMAN
T96060013675	GO:0005739	fp	Q7Z6L0	PRRT2_HUMAN	PRRT2_HUMAN
T96060013677	GO:0005739	fp	C9JH25	PRRT4_HUMAN	PRRT4_HUMAN
T96060013686	GO:0005739	fp	A4D1T9	PRS37_HUMAN	PRS37_HUMAN
T96060013689	GO:0005739	fp	Q7Z5A4	PRS42_HUMAN	PRS42_HUMAN
T96060013694	GO:0005739	fp	Q7RTY5	PRS48_HUMAN	PRS48_HUMAN
T96060013695	GO:0005739	fp	P62191	PRS4_HUMAN	PRS4_HUMAN
T96060013703	GO:0005739	fp	P43686	PRS6B_HUMAN	PRS6B_HUMAN
T96060013709	GO:0005739	fp	Q16651	PRSS8_HUMAN	PRSS8_HUMAN
T96060013716	GO:0005739	fp	O14603	PRY_HUMAN	PRY_HUMAN
T96060013724	GO:0005739	fp	P60900	PSA6_HUMAN	PSA6_HUMAN
T96060013738	GO:0005739	fp	P28062	PSB8_HUMAN	PSB8_HUMAN
T96060013740	GO:0005739	fp	O43653	PSCA_HUMAN	PSCA_HUMAN
T96060013742	GO:0005739	fp	O00231	PSD11_HUMAN	PSD11_HUMAN
T96060013745	GO:0005739	fp	A5PKW4	PSD1_HUMAN	PSD1_HUMAN
T96060013746	GO:0005739	fp	Q9BQI7	PSD2_HUMAN	PSD2_HUMAN
T96060013749	GO:0005739	fp	O00487	PSDE_HUMAN	PSDE_HUMAN
T96060013750	GO:0005739	fp	Q14691	PSF1_HUMAN	PSF1_HUMAN
T96060013760	GO:0005739	fp	Q13046	PSG7_HUMAN	PSG7_HUMAN
T96060013766	GO:0005739	fp	O43242	PSMD3_HUMAN	PSMD3_HUMAN
T96060013777	GO:0005739	fp	Q92530	PSMF1_HUMAN	PSMF1_HUMAN
T96060013786	GO:0005739	fp	P11686	PSPC_HUMAN	PSPC_HUMAN
T96060013787	GO:0005739	fp	O15172	PSPHL_HUMAN	PSPHL_HUMAN
T96060013806	GO:0005739	fp	P60484	PTEN_HUMAN	PTEN_HUMAN
T96060013811	GO:0005739	fp	O14684	PTGES_HUMAN	PTGES_HUMAN
T96060013832	GO:0005739	fp	Q15678	PTN14_HUMAN	PTN14_HUMAN
T96060013833	GO:0005739	fp	Q99952	PTN18_HUMAN	PTN18_HUMAN
T96060013840	GO:0005739	fp	P26045	PTN3_HUMAN	PTN3_HUMAN
T96060013851	GO:0005739	fp	Q92932	PTPR2_HUMAN	PTPR2_HUMAN
T96060013860	GO:0005739	fp	Q12913	PTPRJ_HUMAN	PTPRJ_HUMAN
T96060013865	GO:0005739	fp	Q9UMZ3	PTPRQ_HUMAN	PTPRQ_HUMAN
T96060013880	GO:0005739	fp	P26022	PTX3_HUMAN	PTX3_HUMAN
T96060013881	GO:0005739	fp	Q96A99	PTX4_HUMAN	PTX4_HUMAN
T96060013888	GO:0005739	fp	O15067	PUR4_HUMAN	PUR4_HUMAN
T96060013896	GO:0005739	fp	Q9UJV8	PURG_HUMAN	PURG_HUMAN
T96060013904	GO:0005739	fp	Q13610	PWP1_HUMAN	PWP1_HUMAN
T96060013917	GO:0005739	fp	Q9Y6I8	PXMP4_HUMAN	PXMP4_HUMAN
T96060013929	GO:0005739	fp	Q9BRQ0	PYGO2_HUMAN	PYGO2_HUMAN
T96060013947	GO:0005739	fp	A0A096LP55	QCR6L_HUMAN	QCR6L_HUMAN
T96060013961	GO:0005739	fp	Q2KHR3	QSER1_HUMAN	QSER1_HUMAN
T96060013962	GO:0005739	fp	O00391	QSOX1_HUMAN	QSOX1_HUMAN
T96060013973	GO:0005739	fp	Q6NUR6	R216L_HUMAN	R216L_HUMAN
T96060013978	GO:0005739	fp	Q15032	R3HD1_HUMAN	R3HD1_HUMAN
T96060013982	GO:0005739	fp	Q86UN3	R4RL2_HUMAN	R4RL2_HUMAN
T96060013986	GO:0005739	fp	Q6ZS82	R9BP_HUMAN	R9BP_HUMAN
T96060013987	GO:0005739	fp	Q32P51	RA1L2_HUMAN	RA1L2_HUMAN
T96060013988	GO:0005739	fp	O15315	RA51B_HUMAN	RA51B_HUMAN
T96060013993	GO:0005739	fp	Q6IQ22	RAB12_HUMAN	RAB12_HUMAN
T96060013998	GO:0005739	fp	Q9NP72	RAB18_HUMAN	RAB18_HUMAN
T96060014001	GO:0005739	fp	Q9H0U4	RAB1B_HUMAN	RAB1B_HUMAN
T96060014008	GO:0005739	fp	Q9ULW5	RAB26_HUMAN	RAB26_HUMAN
T96060014009	GO:0005739	fp	P51157	RAB28_HUMAN	RAB28_HUMAN
T96060014015	GO:0005739	fp	Q9BZG1	RAB34_HUMAN	RAB34_HUMAN
T96060014020	GO:0005739	fp	P20336	RAB3A_HUMAN	RAB3A_HUMAN
T96060014023	GO:0005739	fp	O95716	RAB3D_HUMAN	RAB3D_HUMAN
T96060014026	GO:0005739	fp	Q8N4Z0	RAB42_HUMAN	RAB42_HUMAN
T96060014027	GO:0005739	fp	Q86YS6	RAB43_HUMAN	RAB43_HUMAN
T96060014028	GO:0005739	fp	Q7Z6P3	RAB44_HUMAN	RAB44_HUMAN
T96060014039	GO:0005739	fp	O14966	RAB7L_HUMAN	RAB7L_HUMAN
T96060014042	GO:0005739	fp	P51151	RAB9A_HUMAN	RAB9A_HUMAN
T96060014046	GO:0005739	fp	Q7Z6M1	RABEK_HUMAN	RABEK_HUMAN
T96060014057	GO:0005739	fp	Q9NS91	RAD18_HUMAN	RAD18_HUMAN
T96060014062	GO:0005739	fp	P43351	RAD52_HUMAN	RAD52_HUMAN
T96060014066	GO:0005739	fp	Q96JH8	RADIL_HUMAN	RADIL_HUMAN
T96060014068	GO:0005739	fp	P55042	RAD_HUMAN	RAD_HUMAN
T96060014073	GO:0005739	fp	P15918	RAG1_HUMAN	RAG1_HUMAN
T96060014082	GO:0005739	fp	A6NC62	RAKDN_HUMAN	RAKDN_HUMAN
T96060014097	GO:0005739	fp	P10114	RAP2A_HUMAN	RAP2A_HUMAN
T96060014098	GO:0005739	fp	P61225	RAP2B_HUMAN	RAP2B_HUMAN
T96060014099	GO:0005739	fp	Q9Y3L5	RAP2C_HUMAN	RAP2C_HUMAN
T96060014109	GO:0005739	fp	Q14644	RASA3_HUMAN	RASA3_HUMAN
T96060014122	GO:0005739	fp	A6NK89	RASFA_HUMAN	RASFA_HUMAN
T96060014125	GO:0005739	fp	O95294	RASL1_HUMAN	RASL1_HUMAN
T96060014140	GO:0005739	fp	O00194	RB27B_HUMAN	RB27B_HUMAN
T96060014150	GO:0005739	fp	Q8IUD2	RB6I2_HUMAN	RB6I2_HUMAN
T96060014158	GO:0005739	fp	O75884	RBBP9_HUMAN	RBBP9_HUMAN
T96060014164	GO:0005739	fp	Q9H2M9	RBGPR_HUMAN	RBGPR_HUMAN
T96060014170	GO:0005739	fp	P57052	RBM11_HUMAN	RBM11_HUMAN
T96060014176	GO:0005739	fp	Q5T481	RBM20_HUMAN	RBM20_HUMAN
T96060014187	GO:0005739	fp	Q14498	RBM39_HUMAN	RBM39_HUMAN
T96060014188	GO:0005739	fp	P98179	RBM3_HUMAN	RBM3_HUMAN
T96060014190	GO:0005739	fp	Q96IZ5	RBM41_HUMAN	RBM41_HUMAN
T96060014197	GO:0005739	fp	Q5RL73	RBM48_HUMAN	RBM48_HUMAN
T96060014203	GO:0005739	fp	Q9Y5S9	RBM8A_HUMAN	RBM8A_HUMAN
T96060014206	GO:0005739	fp	Q6XE24	RBMS3_HUMAN	RBMS3_HUMAN
T96060014209	GO:0005739	fp	Q9H1K0	RBNS5_HUMAN	RBNS5_HUMAN
T96060014214	GO:0005739	fp	Q92804	RBP56_HUMAN	RBP56_HUMAN
T96060014223	GO:0005739	fp	P0DJD3	RBY1A_HUMAN	RBY1A_HUMAN
T96060014224	GO:0005739	fp	A6NDE4	RBY1B_HUMAN	RBY1B_HUMAN
T96060014225	GO:0005739	fp	P0DJD4	RBY1C_HUMAN	RBY1C_HUMAN
T96060014226	GO:0005739	fp	P0C7P1	RBY1D_HUMAN	RBY1D_HUMAN
T96060014227	GO:0005739	fp	A6NEQ0	RBY1E_HUMAN	RBY1E_HUMAN
T96060014228	GO:0005739	fp	Q15415	RBY1F_HUMAN	RBY1F_HUMAN
T96060014241	GO:0005739	fp	Q92600	RCD1_HUMAN	RCD1_HUMAN
T96060014248	GO:0005739	fp	Q9P2K3	RCOR3_HUMAN	RCOR3_HUMAN
T96060014262	GO:0005739	fp	Q8N3Y7	RDHE2_HUMAN	RDHE2_HUMAN
T96060014263	GO:0005739	fp	Q8NG50	RDM1_HUMAN	RDM1_HUMAN
T96060014296	GO:0005739	fp	Q8WXF3	REL3_HUMAN	REL3_HUMAN
T96060014297	GO:0005739	fp	Q01201	RELB_HUMAN	RELB_HUMAN
T96060014304	GO:0005739	fp	Q9H1J1	REN3A_HUMAN	REN3A_HUMAN
T96060014329	GO:0005739	fp	Q96R05	RET7_HUMAN	RET7_HUMAN
T96060014330	GO:0005739	fp	Q9BQ08	RETNB_HUMAN	RETNB_HUMAN
T96060014331	GO:0005739	fp	Q9HD89	RETN_HUMAN	RETN_HUMAN
T96060014333	GO:0005739	fp	P07949	RET_HUMAN	RET_HUMAN
T96060014334	GO:0005739	fp	Q9UBZ9	REV1_HUMAN	REV1_HUMAN
T96060014348	GO:0005739	fp	P35249	RFC4_HUMAN	RFC4_HUMAN
T96060014361	GO:0005739	fp	A6NFN3	RFOX3_HUMAN	RFOX3_HUMAN
T96060014375	GO:0005739	fp	Q33E94	RFX4_HUMAN	RFX4_HUMAN
