Protein	Gene.ID	Gene	Status	Guess	Alg
H7BXZ6	ENSG00000126858	RHOT1	Known mitochondrial	fn	FRENKI
H7BY58	ENSG00000120265	PCMT1	Predicted mitochondrial	fn	FRENKI
H7BYH4	ENSG00000142168	SOD1	Predicted mitochondrial	fn	FRENKI
H7BYZ2	ENSG00000173124	ACSM6	Known mitochondrial	fn	FRENKI
H7BZ94	ENSG00000185624	P4HB	Known mitochondrial	fn	FRENKI
H7C101	ENSG00000006695	COX10	Known mitochondrial	fn	FRENKI
H7C1J4	ENSG00000065060	UHRF1BP1	Predicted mitochondrial	fn	FRENKI
H7C1Q4	ENSG00000102794	ACOD1	Predicted mitochondrial	fn	FRENKI
H7C430	ENSG00000144741	SLC25A26	Known mitochondrial	fn	FRENKI
H7C611	ENSG00000101019	UQCC1	Known mitochondrial	fn	FRENKI
H9KV75	ENSG00000072110	ACTN1	Predicted mitochondrial	fn	FRENKI
I3L0B8	ENSG00000141437	SLC25A52	Known mitochondrial	fn	FRENKI
I3L0K7	ENSG00000126602	TRAP1	Known mitochondrial	fn	FRENKI
I3L0T6	ENSG00000171861	MRM3	Known mitochondrial	fn	FRENKI
I3L0W4	ENSG00000141504	SAT2	Known mitochondrial	fn	FRENKI
I3L0W5	ENSG00000108953	YWHAE	Predicted mitochondrial	fn	FRENKI
I3L0X1	ENSG00000072210	ALDH3A2	Known mitochondrial	fn	FRENKI
I3L0X9	ENSG00000217930	PAM16	Known mitochondrial	fn	FRENKI
I3L166	ENSG00000103356	EARS2	Known mitochondrial	fn	FRENKI
I3L1F4	ENSG00000167699	GLOD4	Known mitochondrial	fn	FRENKI
I3L1I6	ENSG00000103423	DNAJA3	Known mitochondrial	fn	FRENKI
I3L1K9	ENSG00000217930	PAM16	Known mitochondrial	fn	FRENKI
I3L1N9	ENSG00000145354	CISD2	Predicted mitochondrial	fn	FRENKI
I3L1T0	ENSG00000167186	COQ7	Known mitochondrial	fn	FRENKI
I3L1T9	ENSG00000103423	DNAJA3	Known mitochondrial	fn	FRENKI
I3L1U7	ENSG00000217930	PAM16	Known mitochondrial	fn	FRENKI
I3L1Y5	ENSG00000185624	P4HB	Known mitochondrial	fn	FRENKI
I3L208	ENSG00000204237	OXLD1	Predicted mitochondrial	fn	FRENKI
I3L223	ENSG00000108829	LRRC59	Known mitochondrial	fn	FRENKI
I3L246	ENSG00000134419	RPS15A	Predicted mitochondrial	fn	FRENKI
I3L267	ENSG00000182676	PPP1R27	Predicted mitochondrial	fn	FRENKI
I3L277	ENSG00000167699	GLOD4	Known mitochondrial	fn	FRENKI
I3L2B3	ENSG00000132530	XAF1	Predicted mitochondrial	fn	FRENKI
I3L2C2	ENSG00000167699	GLOD4	Known mitochondrial	fn	FRENKI
I3L2W1	ENSG00000072210	ALDH3A2	Known mitochondrial	fn	FRENKI
I3L2W7	ENSG00000141504	SAT2	Known mitochondrial	fn	FRENKI
I3L303	ENSG00000134419	RPS15A	Predicted mitochondrial	fn	FRENKI
I3L3B0	ENSG00000108561	C1QBP	Known mitochondrial	fn	FRENKI
I3L3D3	ENSG00000103423	DNAJA3	Known mitochondrial	fn	FRENKI
I3L3E6	ENSG00000179314	WSCD1	Predicted mitochondrial	fn	FRENKI
I3L3L4	ENSG00000126602	TRAP1	Known mitochondrial	fn	FRENKI
I3L3N9	ENSG00000183048	SLC25A10	Known mitochondrial	fn	FRENKI
I3L3P7	ENSG00000134419	RPS15A	Predicted mitochondrial	fn	FRENKI
I3L3Q2	ENSG00000132530	XAF1	Predicted mitochondrial	fn	FRENKI
I3L3T0	ENSG00000217930	PAM16	Known mitochondrial	fn	FRENKI
I3L3T1	ENSG00000108953	YWHAE	Predicted mitochondrial	fn	FRENKI
I3L448	ENSG00000123472	ATPAF1	Known mitochondrial	fn	FRENKI
I3L479	ENSG00000108599	AKAP10	Known mitochondrial	fn	FRENKI
I3L4L7	ENSG00000126602	TRAP1	Known mitochondrial	fn	FRENKI
I3L509	ENSG00000132530	XAF1	Predicted mitochondrial	fn	FRENKI
I3L514	ENSG00000185624	P4HB	Known mitochondrial	fn	FRENKI
I3L534	ENSG00000132530	XAF1	Predicted mitochondrial	fn	FRENKI
I3NI04	ENSG00000108599	AKAP10	Known mitochondrial	fn	FRENKI
I3NI24	ENSG00000167699	GLOD4	Known mitochondrial	fn	FRENKI
I3NI27	ENSG00000167699	GLOD4	Known mitochondrial	fn	FRENKI
I3NI32	ENSG00000102967	DHODH	Known mitochondrial	fn	FRENKI
I6LPK7	ENSG00000087088	BAX	Known mitochondrial	fn	FRENKI
J3JS69	ENSG00000231500	RPS18	Predicted mitochondrial	fn	FRENKI
J3KMW3	ENSG00000102309	PIN4	Known mitochondrial	fn	FRENKI
J3KMW5	ENSG00000103254	FAM173A	Predicted mitochondrial	fn	FRENKI
J3KN11	ENSG00000134285	FKBP11	Predicted mitochondrial	fn	FRENKI
J3KN19	ENSG00000137500	CCDC90B	Known mitochondrial	fn	FRENKI
J3KN42	ENSG00000085491	SLC25A24	Known mitochondrial	fn	FRENKI
J3KN60	ENSG00000140374	ETFA	Known mitochondrial	fn	FRENKI
J3KN90	ENSG00000150756	FAM173B	Predicted mitochondrial	fn	FRENKI
J3KNA0	ENSG00000155463	OXA1L	Known mitochondrial	fn	FRENKI
J3KNC7	ENSG00000166347	CYB5A	Predicted mitochondrial	fn	FRENKI
J3KNF4	ENSG00000173992	CCS	Known mitochondrial	fn	FRENKI
J3KNF8	ENSG00000103018	CYB5B	Known mitochondrial	fn	FRENKI
J3KNI2	ENSG00000213563	C8orf82	Known mitochondrial	fn	FRENKI
J3KNJ8	ENSG00000110011	DNAJC4	Predicted mitochondrial	fn	FRENKI
J3KP21	ENSG00000198015	MRPL42	Known mitochondrial	fn	FRENKI
J3KP84	ENSG00000093144	ECHDC1	Known mitochondrial	fn	FRENKI
J3KPD9	ENSG00000011052	NME1-NME2	Predicted mitochondrial	fn	FRENKI
J3KPE3	ENSG00000204628	RACK1	Predicted mitochondrial	fn	FRENKI
J3KPI9	ENSG00000145247	OCIAD2	Known mitochondrial	fn	FRENKI
J3KPP0	ENSG00000198015	MRPL42	Known mitochondrial	fn	FRENKI
J3KPT4	ENSG00000170638	TRABD	Predicted mitochondrial	fn	FRENKI
J3KPV1	ENSG00000170791	CHCHD7	Predicted mitochondrial	fn	FRENKI
J3KPX7	ENSG00000215021	PHB2	Known mitochondrial	fn	FRENKI
J3KQ16	ENSG00000156113	KCNMA1	Known mitochondrial	fn	FRENKI
J3KQ18	ENSG00000099977	DDT	Predicted mitochondrial	fn	FRENKI
J3KQ48	ENSG00000141378	PTRH2	Known mitochondrial	fn	FRENKI
J3KQA4	ENSG00000114120	SLC25A36	Known mitochondrial	fn	FRENKI
J3KQI1	ENSG00000145832	SLC25A48	Known mitochondrial	fn	FRENKI
J3KQU2	ENSG00000173988	LRRC63	Predicted mitochondrial	fn	FRENKI
J3KQY1	ENSG00000082515	MRPL22	Known mitochondrial	fn	FRENKI
J3KR89	ENSG00000138796	HADH	Known mitochondrial	fn	FRENKI
J3KRB4	ENSG00000178127	NDUFV2	Known mitochondrial	fn	FRENKI
J3KRG8	ENSG00000161513	FDXR	Known mitochondrial	fn	FRENKI
J3KRJ3	ENSG00000075336	TIMM21	Known mitochondrial	fn	FRENKI
J3KRN5	ENSG00000154229	PRKCA	Predicted mitochondrial	fn	FRENKI
J3KRR9	ENSG00000177302	TOP3A	Known mitochondrial	fn	FRENKI
J3KRW4	ENSG00000006695	COX10	Known mitochondrial	fn	FRENKI
J3KS13	ENSG00000141367	CLTC	Predicted mitochondrial	fn	FRENKI
J3KS26	ENSG00000108387	Sep-04	Known mitochondrial	fn	FRENKI
J3KS64	ENSG00000161513	FDXR	Known mitochondrial	fn	FRENKI
J3KS77	ENSG00000108439	PNPO	Known mitochondrial	fn	FRENKI
J3KS78	ENSG00000178927	C17orf62	Predicted mitochondrial	fn	FRENKI
J3KS85	ENSG00000108387	Sep-04	Known mitochondrial	fn	FRENKI
J3KS96	ENSG00000177302	TOP3A	Known mitochondrial	fn	FRENKI
J3KSB6	ENSG00000178927	C17orf62	Predicted mitochondrial	fn	FRENKI
J3KSJ3	ENSG00000006695	COX10	Known mitochondrial	fn	FRENKI
J3KSJ5	ENSG00000178927	C17orf62	Predicted mitochondrial	fn	FRENKI
J3KSR2	ENSG00000149428	HYOU1	Predicted mitochondrial	fn	FRENKI
J3KSR5	ENSG00000126858	RHOT1	Known mitochondrial	fn	FRENKI
J3KSS5	ENSG00000167549	CORO6	Predicted mitochondrial	fn	FRENKI
J3KSZ7	ENSG00000108387	Sep-04	Known mitochondrial	fn	FRENKI
J3KTA9	ENSG00000153982	GDPD1	Predicted mitochondrial	fn	FRENKI
J3KTB2	ENSG00000171953	ATPAF2	Known mitochondrial	fn	FRENKI
J3KTG7	ENSG00000172171	TEFM	Known mitochondrial	fn	FRENKI
J3KTI1	ENSG00000178927	C17orf62	Predicted mitochondrial	fn	FRENKI
J3KTJ4	ENSG00000177427	MIEF2	Known mitochondrial	fn	FRENKI
J3QKK3	ENSG00000108384	RAD51C	Known mitochondrial	fn	FRENKI
J3QKK9	ENSG00000072210	ALDH3A2	Known mitochondrial	fn	FRENKI
J3QKW2	ENSG00000125445	MRPS7	Known mitochondrial	fn	FRENKI
J3QKW4	ENSG00000134265	NAPG	Known mitochondrial	fn	FRENKI
J3QKZ6	ENSG00000178927	C17orf62	Predicted mitochondrial	fn	FRENKI
J3QL20	ENSG00000141367	CLTC	Predicted mitochondrial	fn	FRENKI
J3QL32	ENSG00000183010	PYCR1	Known mitochondrial	fn	FRENKI
J3QL56	ENSG00000133028	SCO1	Known mitochondrial	fn	FRENKI
J3QL81	ENSG00000132199	ENOSF1	Known mitochondrial	fn	FRENKI
J3QL99	ENSG00000132199	ENOSF1	Known mitochondrial	fn	FRENKI
J3QLD3	ENSG00000100300	TSPO	Known mitochondrial	fn	FRENKI
J3QLF1	ENSG00000108439	PNPO	Known mitochondrial	fn	FRENKI
J3QLJ8	ENSG00000109016	DHRS7B	Predicted mitochondrial	fn	FRENKI
J3QLK1	ENSG00000109016	DHRS7B	Predicted mitochondrial	fn	FRENKI
J3QLQ8	ENSG00000180891	CUEDC1	Predicted mitochondrial	fn	FRENKI
J3QLR5	ENSG00000205309	NT5M	Known mitochondrial	fn	FRENKI
J3QLR8	ENSG00000181610	MRPS23	Known mitochondrial	fn	FRENKI
J3QLS3	ENSG00000125445	MRPS7	Known mitochondrial	fn	FRENKI
J3QLV6	ENSG00000167549	CORO6	Predicted mitochondrial	fn	FRENKI
J3QQN7	ENSG00000153982	GDPD1	Predicted mitochondrial	fn	FRENKI
J3QQX3	ENSG00000161513	FDXR	Known mitochondrial	fn	FRENKI
J3QQZ9	ENSG00000108439	PNPO	Known mitochondrial	fn	FRENKI
J3QR18	ENSG00000177302	TOP3A	Known mitochondrial	fn	FRENKI
J3QR30	ENSG00000177427	MIEF2	Known mitochondrial	fn	FRENKI
J3QR42	ENSG00000133028	SCO1	Known mitochondrial	fn	FRENKI
J3QR74	ENSG00000108599	AKAP10	Known mitochondrial	fn	FRENKI
J3QRD1	ENSG00000072210	ALDH3A2	Known mitochondrial	fn	FRENKI
J3QRG5	ENSG00000178927	C17orf62	Predicted mitochondrial	fn	FRENKI
J3QRN4	ENSG00000205309	NT5M	Known mitochondrial	fn	FRENKI
J3QRT6	ENSG00000108387	Sep-04	Known mitochondrial	fn	FRENKI
J3QRU3	ENSG00000108387	Sep-04	Known mitochondrial	fn	FRENKI
J3QS25	ENSG00000177302	TOP3A	Known mitochondrial	fn	FRENKI
J3QS28	ENSG00000134265	NAPG	Known mitochondrial	fn	FRENKI
J3QS34	ENSG00000178127	NDUFV2	Known mitochondrial	fn	FRENKI
J3QSB6	ENSG00000132199	ENOSF1	Known mitochondrial	fn	FRENKI
J3QSF9	ENSG00000161513	FDXR	Known mitochondrial	fn	FRENKI
J3QSS7	ENSG00000165898	ISCA2	Known mitochondrial	fn	FRENKI
J3QT61	ENSG00000132591	ERAL1	Known mitochondrial	fn	FRENKI
J3QTA6	ENSG00000159685	CHCHD6	Known mitochondrial	fn	FRENKI
J3QTB2	ENSG00000159685	CHCHD6	Known mitochondrial	fn	FRENKI
J3QTJ6	ENSG00000188738	FSIP2	Predicted mitochondrial	fn	FRENKI
J9JID6	ENSG00000072778	ACADVL	Known mitochondrial	fn	FRENKI
K4JQN1	ENSG00000087088	BAX	Known mitochondrial	fn	FRENKI
K7EIK3	ENSG00000127452	FBXL12	Predicted mitochondrial	fn	FRENKI
K7EIR2	ENSG00000174917	C19orf70	Known mitochondrial	fn	FRENKI
K7EIR3	ENSG00000127452	FBXL12	Predicted mitochondrial	fn	FRENKI
K7EIT2	ENSG00000099800	TIMM13	Known mitochondrial	fn	FRENKI
K7EIX1	ENSG00000214456	PLIN5	Known mitochondrial	fn	FRENKI
K7EIX2	ENSG00000068097	HEATR6	Predicted mitochondrial	fn	FRENKI
K7EIZ6	ENSG00000130816	DNMT1	Known mitochondrial	fn	FRENKI
K7EJ20	ENSG00000167468	GPX4	Known mitochondrial	fn	FRENKI
K7EJB8	ENSG00000167641	PPP1R14A	Predicted mitochondrial	fn	FRENKI
K7EJE1	ENSG00000186010	NDUFA13	Known mitochondrial	fn	FRENKI
K7EJE8	ENSG00000196365	LONP1	Known mitochondrial	fn	FRENKI
K7EJF0	ENSG00000121289	CEP89	Known mitochondrial	fn	FRENKI
K7EJM8	ENSG00000066926	FECH	Known mitochondrial	fn	FRENKI
K7EK37	ENSG00000127452	FBXL12	Predicted mitochondrial	fn	FRENKI
K7EKE6	ENSG00000196365	LONP1	Known mitochondrial	fn	FRENKI
K7EKI4	ENSG00000105364	MRPL4	Known mitochondrial	fn	FRENKI
K7EKP6	ENSG00000130734	ATG4D	Predicted mitochondrial	fn	FRENKI
K7EKV9	ENSG00000152234	ATP5A1	Known mitochondrial	fn	FRENKI
K7EKW7	ENSG00000068097	HEATR6	Predicted mitochondrial	fn	FRENKI
K7EKZ5	ENSG00000006125	AP2B1	Predicted mitochondrial	fn	FRENKI
K7ELJ0	ENSG00000174886	NDUFA11	Known mitochondrial	fn	FRENKI
K7ELM5	ENSG00000127452	FBXL12	Predicted mitochondrial	fn	FRENKI
K7ELQ0	ENSG00000105364	MRPL4	Known mitochondrial	fn	FRENKI
K7ELR8	ENSG00000068097	HEATR6	Predicted mitochondrial	fn	FRENKI
K7ELW0	ENSG00000116288	PARK7	Known mitochondrial	fn	FRENKI
K7EM07	ENSG00000091947	TMEM101	Predicted mitochondrial	fn	FRENKI
K7EM08	ENSG00000152234	ATP5A1	Known mitochondrial	fn	FRENKI
K7EM43	ENSG00000141756	FKBP10	Known mitochondrial	fn	FRENKI
K7EME0	ENSG00000167315	ACAA2	Known mitochondrial	fn	FRENKI
K7EMM2	ENSG00000108443	RPS6KB1	Known mitochondrial	fn	FRENKI
K7EMN0	ENSG00000167641	PPP1R14A	Predicted mitochondrial	fn	FRENKI
K7EMU8	ENSG00000130816	DNMT1	Known mitochondrial	fn	FRENKI
K7EMW3	ENSG00000013306	SLC25A39	Known mitochondrial	fn	FRENKI
K7EN32	ENSG00000130159	ECSIT	Known mitochondrial	fn	FRENKI
K7ENB4	ENSG00000167468	GPX4	Known mitochondrial	fn	FRENKI
K7ENJ5	ENSG00000072062	PRKACA	Known mitochondrial	fn	FRENKI
K7ENN4	ENSG00000141391	PRELID3A	Predicted mitochondrial	fn	FRENKI
K7ENP1	ENSG00000066651	TRMT11	Known mitochondrial	fn	FRENKI
K7ENU3	ENSG00000115286	NDUFS7	Known mitochondrial	fn	FRENKI
K7EP78	ENSG00000141391	PRELID3A	Predicted mitochondrial	fn	FRENKI
K7EP87	ENSG00000186010	NDUFA13	Known mitochondrial	fn	FRENKI
K7EPJ0	ENSG00000130734	ATG4D	Predicted mitochondrial	fn	FRENKI
K7EPQ7	ENSG00000167645	YIF1B	Predicted mitochondrial	fn	FRENKI
K7EPT3	ENSG00000127452	FBXL12	Predicted mitochondrial	fn	FRENKI
K7EPV0	ENSG00000183978	COA3	Known mitochondrial	fn	FRENKI
K7EPZ4	ENSG00000066651	TRMT11	Known mitochondrial	fn	FRENKI
K7EQ27	ENSG00000173786	CNP	Known mitochondrial	fn	FRENKI
K7EQ77	ENSG00000174886	NDUFA11	Known mitochondrial	fn	FRENKI
K7EQF5	ENSG00000087157	PGS1	Known mitochondrial	fn	FRENKI
K7EQJ7	ENSG00000127452	FBXL12	Predicted mitochondrial	fn	FRENKI
K7EQK2	ENSG00000149428	HYOU1	Predicted mitochondrial	fn	FRENKI
K7EQN3	ENSG00000130734	ATG4D	Predicted mitochondrial	fn	FRENKI
K7EQU6	ENSG00000152234	ATP5A1	Known mitochondrial	fn	FRENKI
K7EQX1	ENSG00000104936	DMPK	Known mitochondrial	fn	FRENKI
K7EQY7	ENSG00000127452	FBXL12	Predicted mitochondrial	fn	FRENKI
K7ER06	ENSG00000108443	RPS6KB1	Known mitochondrial	fn	FRENKI
K7ER63	ENSG00000105607	GCDH	Known mitochondrial	fn	FRENKI
K7ERK1	ENSG00000130734	ATG4D	Predicted mitochondrial	fn	FRENKI
K7ERS1	ENSG00000196365	LONP1	Known mitochondrial	fn	FRENKI
K7ERV1	ENSG00000160439	RDH13	Predicted mitochondrial	fn	FRENKI
K7ERX1	ENSG00000105607	GCDH	Known mitochondrial	fn	FRENKI
K7ESA0	ENSG00000152234	ATP5A1	Known mitochondrial	fn	FRENKI
K7ESM8	ENSG00000130159	ECSIT	Known mitochondrial	fn	FRENKI
L0R8F8	ENSG00000100335	MIEF1	Known mitochondrial	fn	FRENKI
M0QWZ7	ENSG00000104835	SARS2	Known mitochondrial	fn	FRENKI
M0QX29	ENSG00000104835	SARS2	Known mitochondrial	fn	FRENKI
M0QX49	ENSG00000039650	PNKP	Known mitochondrial	fn	FRENKI
M0QX80	ENSG00000105755	ETHE1	Known mitochondrial	fn	FRENKI
M0QX81	ENSG00000105341	ATP5SL	Known mitochondrial	fn	FRENKI
M0QXA1	ENSG00000130299	GTPBP3	Known mitochondrial	fn	FRENKI
M0QXB5	ENSG00000105755	ETHE1	Known mitochondrial	fn	FRENKI
M0QXE9	ENSG00000125656	CLPP	Known mitochondrial	fn	FRENKI
M0QXH0	ENSG00000100348	TXN2	Known mitochondrial	fn	FRENKI
M0QXZ7	ENSG00000183207	RUVBL2	Known mitochondrial	fn	FRENKI
M0QY80	ENSG00000105755	ETHE1	Known mitochondrial	fn	FRENKI
M0QY91	ENSG00000167985	SDHAF2	Known mitochondrial	fn	FRENKI
M0QYA5	ENSG00000167755	KLK6	Known mitochondrial	fn	FRENKI
M0QYD8	ENSG00000183207	RUVBL2	Known mitochondrial	fn	FRENKI
M0QYH2	ENSG00000039650	PNKP	Known mitochondrial	fn	FRENKI
M0QYN2	ENSG00000167985	SDHAF2	Known mitochondrial	fn	FRENKI
M0QYW1	ENSG00000130299	GTPBP3	Known mitochondrial	fn	FRENKI
M0QZ10	ENSG00000105552	BCAT2	Known mitochondrial	fn	FRENKI
M0QZC4	ENSG00000105341	ATP5SL	Known mitochondrial	fn	FRENKI
M0QZG8	ENSG00000204152	TIMM23B	Known mitochondrial	fn	FRENKI
M0QZH2	ENSG00000125652	ALKBH7	Known mitochondrial	fn	FRENKI
M0QZI0	ENSG00000125652	ALKBH7	Known mitochondrial	fn	FRENKI
M0QZP4	ENSG00000105552	BCAT2	Known mitochondrial	fn	FRENKI
M0QZX8	ENSG00000104823	ECH1	Known mitochondrial	fn	FRENKI
M0R022	ENSG00000229833	PET100	Known mitochondrial	fn	FRENKI
M0R026	ENSG00000105135	ILVBL	Predicted mitochondrial	fn	FRENKI
M0R051	ENSG00000055950	MRPL43	Known mitochondrial	fn	FRENKI
M0R060	ENSG00000167985	SDHAF2	Known mitochondrial	fn	FRENKI
M0R078	ENSG00000105341	ATP5SL	Known mitochondrial	fn	FRENKI
M0R093	ENSG00000130312	MRPL34	Known mitochondrial	fn	FRENKI
M0R0F4	ENSG00000123815	COQ8B	Known mitochondrial	fn	FRENKI
M0R0L0	ENSG00000182346	DAOA	Known mitochondrial	fn	FRENKI
M0R0N0	ENSG00000267855	NDUFA7	Known mitochondrial	fn	FRENKI
M0R0P7	ENSG00000105640	RPL18A	Predicted mitochondrial	fn	FRENKI
M0R0S9	ENSG00000130299	GTPBP3	Known mitochondrial	fn	FRENKI
M0R0Y3	ENSG00000183207	RUVBL2	Known mitochondrial	fn	FRENKI
M0R0Z0	ENSG00000183207	RUVBL2	Known mitochondrial	fn	FRENKI
M0R117	ENSG00000105640	RPL18A	Predicted mitochondrial	fn	FRENKI
M0R124	ENSG00000104980	TIMM44	Known mitochondrial	fn	FRENKI
M0R153	ENSG00000161558	TMEM143	Predicted mitochondrial	fn	FRENKI
M0R161	ENSG00000130299	GTPBP3	Known mitochondrial	fn	FRENKI
M0R176	ENSG00000111639	MRPL51	Known mitochondrial	fn	FRENKI
M0R1A7	ENSG00000105640	RPL18A	Predicted mitochondrial	fn	FRENKI
M0R1C0	ENSG00000104835	SARS2	Known mitochondrial	fn	FRENKI
M0R1K5	ENSG00000117481	NSUN4	Known mitochondrial	fn	FRENKI
M0R1K9	ENSG00000267855	NDUFA7	Known mitochondrial	fn	FRENKI
M0R1X0	ENSG00000130299	GTPBP3	Known mitochondrial	fn	FRENKI
M0R208	ENSG00000125656	CLPP	Known mitochondrial	fn	FRENKI
M0R225	ENSG00000167654	ATCAY	Predicted mitochondrial	fn	FRENKI
M0R226	ENSG00000130312	MRPL34	Known mitochondrial	fn	FRENKI
M0R259	ENSG00000104835	SARS2	Known mitochondrial	fn	FRENKI
M0R2D0	ENSG00000185236	RAB11B	Predicted mitochondrial	fn	FRENKI
M0R2D2	ENSG00000105197	TIMM50	Known mitochondrial	fn	FRENKI
M0R2F4	ENSG00000123815	COQ8B	Known mitochondrial	fn	FRENKI
M0R2F8	ENSG00000105197	TIMM50	Known mitochondrial	fn	FRENKI
M0R2H5	ENSG00000104835	SARS2	Known mitochondrial	fn	FRENKI
M0R2M6	ENSG00000182346	DAOA	Known mitochondrial	fn	FRENKI
M0R304	ENSG00000105701	FKBP8	Known mitochondrial	fn	FRENKI
M0R325	ENSG00000161558	TMEM143	Predicted mitochondrial	fn	FRENKI
M0R333	ENSG00000104936	DMPK	Known mitochondrial	fn	FRENKI
M0R3B8	ENSG00000099795	NDUFB7	Known mitochondrial	fn	FRENKI
M0R3C8	ENSG00000039650	PNKP	Known mitochondrial	fn	FRENKI
O60320	ENSG00000104059	FAM189A1	Predicted mitochondrial	fn	FRENKI
O60333	ENSG00000054523	KIF1B	Known mitochondrial	fn	FRENKI
O60930	ENSG00000171865	RNASEH1	Known mitochondrial	fn	FRENKI
O60941	ENSG00000138101	DTNB	Predicted mitochondrial	fn	FRENKI
O75439	ENSG00000105819	PMPCB	Known mitochondrial	fn	FRENKI
O75896	ENSG00000114383	TUSC2	Predicted mitochondrial	fn	FRENKI
O94812	ENSG00000007516	BAIAP3	Predicted mitochondrial	fn	FRENKI
O95490	ENSG00000117114	ADGRL2	Predicted mitochondrial	fn	FRENKI
O95870	ENSG00000204427	ABHD16A	Predicted mitochondrial	fn	FRENKI
P03901	ENSG00000212907	MT-ND4L	Known mitochondrial	fn	FRENKI
P0C7M7	ENSG00000215009	ACSM4	Known mitochondrial	fn	FRENKI
P0C7P0	ENSG00000277972	CISD3	Known mitochondrial	fn	FRENKI
P13797	ENSG00000102024	PLS3	Predicted mitochondrial	fn	FRENKI
P14621	ENSG00000170634	ACYP2	Predicted mitochondrial	fn	FRENKI
P19971	ENSG00000025708	TYMP	Predicted mitochondrial	fn	FRENKI
P26440	ENSG00000128928	IVD	Known mitochondrial	fn	FRENKI
P49901	ENSG00000163206	SMCP	Known mitochondrial	fn	FRENKI
P52790	ENSG00000160883	HK3	Predicted mitochondrial	fn	FRENKI
P53370	ENSG00000170917	NUDT6	Known mitochondrial	fn	FRENKI
P56278	ENSG00000214827	MTCP1	Predicted mitochondrial	fn	FRENKI
P56378	ENSG00000156411	C14orf2	Known mitochondrial	fn	FRENKI
P59942	ENSG00000204511	MCCD1	Known mitochondrial	fn	FRENKI
P60983	ENSG00000197045	GMFB	Predicted mitochondrial	fn	FRENKI
P62256	ENSG00000186591	UBE2H	Predicted mitochondrial	fn	FRENKI
Q00G26	ENSG00000214456	PLIN5	Known mitochondrial	fn	FRENKI
Q01415	ENSG00000156958	GALK2	Predicted mitochondrial	fn	FRENKI
Q05C16	ENSG00000173988	LRRC63	Predicted mitochondrial	fn	FRENKI
Q08E91	ENSG00000110717	NDUFS8	Known mitochondrial	fn	FRENKI
Q13542	ENSG00000148730	EIF4EBP2	Predicted mitochondrial	fn	FRENKI
Q13875	ENSG00000168314	MOBP	Known mitochondrial	fn	FRENKI
Q14249	ENSG00000167136	ENDOG	Known mitochondrial	fn	FRENKI
Q14296	ENSG00000164896	FASTK	Predicted mitochondrial	fn	FRENKI
Q14687	ENSG00000131149	GSE1	Predicted mitochondrial	fn	FRENKI
Q16526	ENSG00000008405	CRY1	Known mitochondrial	fn	FRENKI
Q16559	ENSG00000186051	TAL2	Predicted mitochondrial	fn	FRENKI
Q2I378	ENSG00000205309	NT5M	Known mitochondrial	fn	FRENKI
Q2L696	ENSG00000070081	NUCB2	Known mitochondrial	fn	FRENKI
Q2PPL5	ENSG00000100416	TRMU	Known mitochondrial	fn	FRENKI
Q2TBF2	ENSG00000075035	WSCD2	Predicted mitochondrial	fn	FRENKI
Q2VYF4	ENSG00000165046	LETM2	Known mitochondrial	fn	FRENKI
Q32M84	ENSG00000138152	BTBD16	Predicted mitochondrial	fn	FRENKI
Q32Q12	ENSG00000011052	NME1-NME2	Predicted mitochondrial	fn	FRENKI
Q3KQZ1	ENSG00000125434	SLC25A35	Known mitochondrial	fn	FRENKI
Q3MIX3	ENSG00000173137	ADCK5	Predicted mitochondrial	fn	FRENKI
Q3SXM5	ENSG00000103160	HSDL1	Predicted mitochondrial	fn	FRENKI
Q3SY17	ENSG00000141437	SLC25A52	Known mitochondrial	fn	FRENKI
Q3T7B4	ENSG00000043514	TRIT1	Known mitochondrial	fn	FRENKI
Q3ZCV2	ENSG00000162398	LEXM	Predicted mitochondrial	fn	FRENKI
Q495G5	ENSG00000151611	MMAA	Known mitochondrial	fn	FRENKI
Q49AI2	ENSG00000137274	BPHL	Predicted mitochondrial	fn	FRENKI
Q49AI9	ENSG00000141338	ABCA8	Predicted mitochondrial	fn	FRENKI
Q4G0I0	ENSG00000174109	C16orf91	Known mitochondrial	fn	FRENKI
Q4J6C6	ENSG00000138078	PREPL	Known mitochondrial	fn	FRENKI
Q4R9M9	ENSG00000054523	KIF1B	Known mitochondrial	fn	FRENKI
Q4TT34	ENSG00000103202	NME4	Known mitochondrial	fn	FRENKI
Q4VAR0	ENSG00000160882	CYP11B1	Known mitochondrial	fn	FRENKI
Q4VC31	ENSG00000160124	CCDC58	Known mitochondrial	fn	FRENKI
Q50LG9	ENSG00000254402	LRRC24	Predicted mitochondrial	fn	FRENKI
Q53FZ2	ENSG00000005187	ACSM3	Known mitochondrial	fn	FRENKI
Q53S33	ENSG00000163170	BOLA3	Known mitochondrial	fn	FRENKI
Q53S58	ENSG00000144120	TMEM177	Predicted mitochondrial	fn	FRENKI
Q562E7	ENSG00000167716	WDR81	Known mitochondrial	fn	FRENKI
Q56VL3	ENSG00000145247	OCIAD2	Known mitochondrial	fn	FRENKI
Q5BJH1	ENSG00000197746	PSAP	Predicted mitochondrial	fn	FRENKI
Q5BJH7	ENSG00000167645	YIF1B	Predicted mitochondrial	fn	FRENKI
Q5BKU9	ENSG00000204237	OXLD1	Predicted mitochondrial	fn	FRENKI
